name,price,rpm,noise_level,color,size
Thermaltake TOUGHLIQUID ARGB,,"500,2000",22.3,Black,360
Zalman ALPHA2 A36,,"600,2000",29.7,White,360
Akasa SOHO 360 Dusk,,"500,2000","14.5,31.8",Black,360
Noctua NH-U9DX 1366,,"1000,1600","7.9,17.6",,
ARCTIC Alpine 64 GT,,"500,2000",,,
Phanteks PH-TC12DX_BK,,"600,1800","21.9,27.6",,
ARCTIC Alpine 11 GT Rev 2,,2000,22.5,,
ARCTIC Liquid Freezer 120,,"500,1350",,,120
Deepcool Maelstrom 120T,,"600,1800","17.8,34.1",,120
Deepcool CAPTAIN 360EX WHITE RGB,,"500,1800","17.6,31.3",,360
ARCTIC Freezer 34 eSports,,"200,2100",,Yellow / Black,
ARCTIC Freezer 34 CO,,"200,1800",,Black / Silver,
Enermax Liqtech II 360,,"500,2300","14,28",Black,360
upHere C92,,"800,1800","15.1,31.6",Black / Red,
ID-COOLING SE-224-XT RGB,,"900,2000","16.2,31.5",Black / White,
GameMax Ice Chill 240,,"800,1900",28.8,Black,240
Enermax AQUAFUSION,,"500,2000","17,32.6",White,120
Thermalright AXP-90R,,2700,22.4,Silver / Gray,
Fractal Design Lumen S36,,"500,2000","10,33.2",Black,360
ARCTIC Liquid Freezer II 360 RGB,,"200,1800",22.5,Black,360
Thermalright Ultra120EX REV.4,,2150,28.1,Black,
Thermalright Silver Soul 135,,1850,29.6,Silver,
ID-COOLING SE-903-SD,,2000,23.1,,
ID-COOLING SE-207-XT BLACK,,"700,1800","15.2,35.2",,
EK EK-Nucleus AIO CR240 Vision D-RGB,,"500,2200",33.5,Black,240
Alphacool Eisbaer Pro Aurora,172.5,,31.5,Black,240
Alphacool Eisbaer Pro HPE Aurora,,,31.5,Black,360
Noua Siberus Pro 240,,"800,1800",32,Black,240
ID-COOLING FROSTFLOW X LITE,,"700,1800",35.2,Black,120
ID-COOLING SE-902-SD V3,,2000,23.1,Black / Silver,
GAMDIAS BOREAS M2-510,,"800,1800","10,32",Black,
GAMDIAS CHIONE M4-420,,"800,1600","11,29",Black,420
SilenX EFZ-100HA2,22.95,2400,"8,24",,
FSP Group Windale 4,26.85,"600,1600",32,Black / Silver,
In Win Nebula NR36,149,"400,1800",25,Black / White,360
Silverstone Argon AR09-115XP,35.99,"1200,5000","18.02,42.5",,
Enermax Aquafusion 240,,"500,2000","17,32.6",Black,240
Thermaltake TOUGHLIQUID ARGB,152.93,"500,2000",33.2,Black,280
Jonsbo HX7280,,"700,1800","28,38",Black,
SilentiumPC Fortis 5 ARGB,,"300,1400",,Black / Silver,
Cooler Master Hyper N520,,,19,,
StarTech FAN7751U,,4500,39,,
Phanteks PH-TC14PE,,"700,1200","13.4,19",,
ARCTIC Alpine 11,,"900,2000",14,,
Scythe Mugen 4,,"400,1400","5.3,28",,
CRYORIG R1 Universal,,"700,1300","20,25",,
Cooler Master Hyper D92,,"800,2800","18,33",,
Deepcool GAMMAXX S40,,"900,1600","17.8,26.1",,
Enermax ETS-T40F-TB,,"900,1800","11,21",,
Cooler Master MasterLiquid Pro 240,,"500,2000","6,30",,240
Deepcool CAPTAIN 120 EX,,"500,1800","17.6,31.3",,120
Deepcool CAPTAIN 240EX RGB,,"500,1800","17.6,31.3",,240
ARCTIC Alpine 12 Passive,,,0,Black,
GameMax Gamma 500 ARGB,,"1000,1800",26.3,Black / Silver,
Rosewill PB120,,"600,1800",34.1,Black,120
SilentiumPC Grandis 2 XE1436,,"500,1600",21,Black / Silver,
Deepcool CAPTAIN 240 RGB V2,,"500,1800",30,Black,240
Deepcool CASTLE 240EX RGB,,"500,1800",35,Black,240
Alpenföhn Glacier Water 360,,"500,1600",23.5,Black,360
Fractal Design Lumen S28,,"500,1700","10,35.5",Black,280
ID-COOLING SE-224-XT ARGB V3,,"500,1500","13.8,30.5",,
Alpenföhn Dolomit,,"500,2200",23.8,Black,
ID-COOLING SE-207-XT ARGB,,"500,1500",30.5,Black,
ID-COOLING SE-802-SD V3,,2200,23.3,Black / Silver,
Thermalright SilverArrow T8,,"600,1800","19,25",Silver / Red,
RAIJINTEK Orcus 140 RGW,119.6,"400,1800",28,Black,140
Ocypus Delta A40 ARGB,29.99,"500,2000",29,Black,
Antec KUHLER H2O 950,65,,,,120
ARCTIC Freezer 33 CO,58.69,,22.5,,
Akasa Vegas Chroma LG,,"500,1800",32.5,Black,
Gelid Solutions Phantom,,"750,1600","12,26.7",Black / Silver,
YEYIAN VATN 120 ARGB,,"800,2000","25,32",Black,120
Dynatron R14,48.95,"1500,7000","16,47.5",,
Silverstone IceGem 280,153.31,"600,1600","9.8,23.4",Black,280
Inter-Tech ALSEYE H240,,"800,2000","13.5,35.2",Black,240
Enermax ETS-T40-TB,59.99,"800,1800","10,21",,
ID-COOLING SE-225-XT BLACK V2,,"700,1800","15.2,35.2",,
Noua Blizzard,,2200,23.4,Silver / Black,
Antec KUHLER H2O 620,,"1450,2000",,,120
Thermalright Silver Arrow,,"500,1300","17,21",,
Corsair H40,,2000,,,120
Dynatron R16,,"1000,6000","21.5,55.8",,
Antec KUHLER H2O 650,,"600,2400",,,120
ARCTIC Freezer i11,,"500,2000",22.5,,
Cooler Master Hyper 412 Slim,,"500,1600","8,30",,
be quiet! Silent Loop 120,,2000,"16.1,36.9",,120
Enermax ETS-T50 AXE (Black),,"800,1800","18.9,25",,
Enermax ETS-T50 AXE (White),,"800,1800","18.9,25",,
Thermalright SilverArrow TR4,,"600,2500","21,45",Silver / Red,
GAMDIAS CHIONE E1A-120R,,"1200,1500",,Black,120
upHere CC2402-usa,,"600,1700","16.1,27.7",Black,240
Alpenföhn Brocken 3,,"400,1050",22,Black,
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",Black,360
MSI MAG CORELIQUID R,,"500,2000","14.3,34.3",Black,120
Thermalright Assassin X,,1500,25.6,Black / Silver,
ID-COOLING ICEFLOW 240 ARGB SNOW,,"900,2000","16,31.5",White,240
ID-COOLING FX240,,"700,1800",35.2,White,240
ID-COOLING SE-214-XT-RX,,"700,1800",35.2,Red / Black,
SilentiumPC Spartan 4 MAX,,"300,1600",,Black / Silver,
Jonsbo CR-1300 EVO,,"800,2000",28.2,Black / Silver,
Thermaltake ASTRIA 600 ARGB,,"500,1800",26.8,White,
Cooler Master MAP-T6PN-225PK-R1,79.98,,30,Black,
SilenX EFZ-92HA3,33.17,2000,"8,24",,
Fractal Design Lumen S28 RGB,,"500,1700","10,35.5",Black,280
Dynatron K5,29.95,"1000,2500","14.7,29.8",,
TEAMGROUP SIREN GD240E,,"600,2200","14.3,35.6",Black,240
Valkyrie DRAGONFANG,,"800,2150",29,Black,240
Thermalright Royal Pretor 130,,1750,28.3,White,
Montech HyperFlow Silent 240,69.9,"800,2200",24.8,White,240
Zalman CNPS9900MAX-B,,"900,1700","18,30",,
ARCTIC Freezer 13 Pro,,"300,1350",,,
Xigmatek Dark Knight II SD1283,,"1000,2200",30.1,,
ARCTIC Alpine 11 Plus,,"600,2000",14,,
Phanteks PH-TC14PE_BK,,"900,1200","13.4,19",,
Thermaltake NiC C5,,"1000,2000","20,39.9",,
Thermalright Macho Rev.A.,,"900,1300","17,21",,
Thermalright Silver Arrow IB-E Extreme,,"600,2500","21,45",,
Thermalright TRUE Spirit 140 POWER,,"900,1300","17,21",,
Fractal Design Kelvin S36,,"800,1700",26.9,,360
Cooler Master Blizzard T2,,2200,30,,
Deepcool ASSASSIN II,,"300,1400","17.8,27.3",,
Scythe FUMA,,"300,1400","13,28",,
Cooler Master MasterAir Pro 4,,"650,2000","6,30",,
Alpenföhn Brocken 2,,1100,19,,
Alpenföhn Matterhorn Pure,,"500,1500","8,24.8",,
ARCTIC Freezer 33 PENTA,,"120,1350",22.5,,
ARCTIC Alpine 11 - Passive,,,0,,
Enermax Liqfusion 240,,"500,2000","14,28",Black,240
Deepcool Fryzen,,"500,1800","17.8,41.5",Silver / Black,
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,"650,2000","8,30",Black,
Alphacool EISBAER LT120,,"550,1700",29,Black,120
SilentiumPC Navis RGB 240,,"800,2300",,Black,240
GAMDIAS CHIONE M1A 240R,,"1200,1500",,Black,240
Akasa Nero 3,,"500,1500",24.6,Black / Silver,
ARCTIC Freezer 50,,"200,1800",,Black,
Akasa X4,,"600,2500","17,29.5",Black / Silver,
Thermalright Assassin King 120 Mini,,1500,25.2,Black / Silver,
Fractal Design Lumen S24 RGB,,"500,2000","10,33.2",Black,240
GAMDIAS CHIONE M2,,1800,,Black,240
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,240
Thermalright AXP-90i FULL Copper,,2700,22.4,Orange / Brown,
Thermaltake TOUGHLIQUID ARGB,,"500,2000",22.3,Green,240
ID-COOLING SE-224-XT BLACK V2,,"700,1800","15.2,35.2",,
ID-COOLING FROSTFLOW X 120 SNOW,,"700,1800","18,35.2",White,120
In Win BR24,150,"400,1800",35.5,Black / White,240
Cooler Master Hyper H410R White Edition,,"600,2000","6,29",,
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Inter-Tech ALSEYE MAX 120,,"600,1800","16.5,32.5",Black,120
Dynatron Q12,38.59,,"16,35.98",,
ID-COOLING FX240 ARGB,,"500,1800",35.2,White,240
ID-COOLING FX360 ARGB,,"500,1800",35.2,White,360
ID-COOLING ZOOMFLOW XT V2,,"500,1800","13.8,35.2",Black,240
ID-COOLING SE-214-XT HAFF,,"800,1500",30.5,Black,
Xilence LQ120,,"700,1600","18,32.5",Red / Black,120
PC Cooler DE360,,"600,1850","16,33.8",Black,360
PC Cooler RZ500,,"500,2200",32,Black,
Ocypus Delta A62 ARGB,49.99,"500,2000",29,Black,
Valkyrie DRAGONFANG,,"800,2150",29,White,240
Alpenföhn Glacier Water 240 High Speed,,"500,2200",36.8,Black,240
Thermaltake TOUGHLIQUID ARGB,,"500,2000",22.3,Black,240
Thermaltake CLP0552,29.98,"800,1700",22,,
Jonsbo CR-1400 DV2,,"800,2300","22.3,33.8",White,
Cooler Master DP6-9EDSA-0L-GP,,2600,24.5,,
Cooler Master V6 GT,,"800,2200","15,38",,
Thermaltake Frio OCK,,"1200,2100","21,48",,
Cooler Master Hyper 612,,"600,2000","9,36",,
Zalman CNPS11X Performa,,"1000,1600","17,26",,
Thermaltake A1964,,5500,,,
RAIJINTEK TISIS,,"600,1000",23,,
Deepcool GAMMAXX 200,,"900,2200","17.8,34.6",,
Cooler Master Nepton 120XL,,2400,"6.5,27",,120
Phanteks PH-TC12LS_BK,,"500,1800",25,,
Deepcool CAPTAIN 240 EX,,"500,1800","17.6,31.3",,240
be quiet! Silent Loop 280,,1600,"16.1,37.3",,280
Thermaltake Engine 27,,"1500,2500","13,25",,
Cooler Master MasterLiquid Pro 140,,"650,2000","6,30",,140
Alpenföhn Silvretta,,"800,2800",,,
Cooler Master Seidon 240V,,"800,2400","12,35",,240
ARCTIC Freezer 33 eSports Edition (Black/Red),,"200,1800",24.4,,
ARCTIC Freezer 33 Plus,,,22.5,,
Deepcool Castle 280 RGB,,"500,1800","19.8,35.4",Black,280
CRYORIG H7 Plus,,"300,1600",25,Black / Silver,
ARCTIC Freezer 34 eSports,,"200,2100",,Green / Black,
Rosewill ROCC-16002,,"800,2000",23.6,Blue / Black,
Cougar Helor 240,152.38,"600,1800",37.1,Black,240
Scythe Mugen 5 TUF Gaming Alliance,,"300,1200","4,24.9",Brown / Black,
Thermalright AXP-100RH,,"900,2500",,Black / Red,
Rosewill PB240-RGB,,1500,26.8,Black,240
Cooler Master I71C RGB,,1800,28,Silver / Black,
ID-COOLING IS-60 EVO ARGB,,"500,2000","13.8,31.2",Black / Silver,
ID-COOLING SE-224-XT ARGB V2,,"900,2000","16.2,31.5",,
Alpenföhn Glacier Water 240,,"500,1600",23.5,Black,240
Fractal Design Lumen S24,,"500,2000","10,33.2",Black,240
ARCTIC Liquid Freezer II 420 RGB,,"200,1900",22.5,Black,420
Phanteks Glacier One 280MPH,,"500,2200","18,39.1",Black,280
ID-COOLING DK-17 PWM,,"600,2200","14.2,25.8",,
ID-COOLING SE-207-XT ADVANCED,,"700,1800","15.2,35.2",,
MSI MAG CORELIQUID B,,"500,2000","14.3,34.3",Black,240
Cooler Master Hyper 212 RGB,,"650,1800","8,27",,
Jonsbo PISA A5,,"800,1850",36.8,White,
Jonsbo CR-3000 Standard,,"600,1500","22,32",Black / Silver,
GAMDIAS CHIONE P3-240U,,"800,2000","10,31",Black,240
Thermaltake TOUGHLIQUID ARGB,,"500,2500",28.1,Black,360
Thermalright Frozen Magic ARGB,,1500,25.6,Black,360
Thermalright Frozen Magic EX,,1850,29.6,Black,120
Thermalright TA120 EX Black,,1850,29.6,Black,
ID-COOLING DASHFLOW XT,,"900,2000",32.5,Black,360
Thermalright Frozen Warframe X,,,,Black,240
SilentiumPC Spartan 4 EVO ARGB,,"800,2000",,White / Silver,
ARCTIC Freezer A35 CO,,"200,1800",,Black / Silver,
Silverstone AR08,39.99,"1500,2800","14.1,27.7",Blue / Silver,
Thermaltake Frio Silent 14,44.98,"700,1200","12,19.3",,
Enermax AQUAFUSION ADV,,"500,2000","15,32.6",White,360
Thermaltake ASTRIA 200 ARGB,,"500,1800",26.8,White,
GameMax Ice Chill 120,,"800,1900",28.8,Black,120
Thermaltake Frio,,"1200,2500","20,43",,
Zalman CNPS10X Performa,,"900,2000","17,24",Silver / Black,
Silverstone NT07-1156,,"1200,3000","15,38",,
Thermaltake Water 2.0 Performer,,"1200,2000","10,27.36",,120
Thermaltake CLP0587,74.98,"1200,1800",39,,
NZXT Kraken X60,,"800,2000","21,37",,280
Cooler Master Seidon 240M,,"600,2400","19,40",,240
Evercool HPO-12025,,"1400,2200","16,38",,
Evercool HPQ-12025,,"800,2200",38.1,,
Zalman FX100,,,0,,
Thermaltake Water 3.0 Extreme,,"1000,2000",20,,240
Intel BXRTS2011AC,,"1000,3000",,,
Fractal Design Kelvin T12,,"800,1700",26.9,,120
Evercool HPS-810CP,,"1500,4000","16.2,37.5",,
Thermaltake Water 3.0 Performer C + LNC,,"1200,2000",27.36,,120
Raidmax Cobra 240,,"500,1800",21.2,,240
Thermalright Archon IB-E X2,,"900,1300","17,21",,
Deepcool LUCIFER V2,,"300,1400","12.6,31.1",,
Deepcool Maelstrom 120T RF,,"600,1800","17.8,34.1",,120
Deepcool Maelstrom 240T RF,,"600,1800","17.8,34.1",,240
RAIJINTEK LETO B,,"800,1800",29,Black / Blue,
Deepcool MAELSTROM 240 RGB,,"500,1800","17.8,30",Black,240
RAIJINTEK PALLAS 120 RGB,,"200,1400",28.43,Black,
Deepcool Captain 240 Pro,,"500,1800",30,Black,240
Enermax LIQTECH II 360,,"500,2300","14,28",White,360
Enermax Aquafusion 120,,"500,2000","17,32.6",Black,120
Jonsbo HP-400,,"800,3000","14,33",Blue / White,
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,120
SilentiumPC Fera 3 RGB HE1224,,"500,1600",,Black / Silver,
ID-COOLING DK,,"500,1800","14.2,25.6",Black / Silver,
Enermax AQUAFUSION 360,,"500,2000","17,32.6",Black,360
GAMDIAS CHIONE M1,99.18,"600,1200",,Black,280
Scythe Mugen 5 S,,"350,1800","4,22.9",Black / Silver,
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",White,
ID-COOLING DK-19 PWM,,"600,2200","14.2,25.8",,
ID-COOLING DK-03A RGB PWM,,"500,1800","14.2,25.6",,
ID-COOLING IS-47S,,"800,3600","17,35.8",,
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Noua Siberus Pro 120,,"800,1800",32,Black,120
Thermalright Frozen Horizon ARGB,,2150,28.1,White,360
Enermax LIQMAX III RGB,,"500,1600","14,27",Black,240
ID-COOLING FX120 ARGB,,"500,1800",35.2,Black,120
ID-COOLING SE-903-XT,,"500,2200",25.8,White,
Deepcool AG620 Digital ARGB,,"300,1950",29.4,White,
Xilence LQ360G.W.ARGB,,"500,1500","18,30.2",White,360
PC Cooler DE360,,"600,1850","16,33.8",White,360
ID-COOLING DX360 MAX,,,32.5,White,360
Cooler Master MasterLiquid 120 Core II,,"600,1750",30,Black,120
Lian Li Galahad AIO240 (2022),,"800,1900",32,White / Silver,240
Iceberg Thermal IceSLEET G4 Silent,,"600,1200",20.5,Black / Gray,
Prolimatech PRO-SAM17,,,,,
RAIJINTEK Orcus 280 RGW,69.99,"400,1800",28,Black,280
Silverstone AR05,50.73,2500,"20,28.3",,
Dynatron T459,28.99,,,,
In Win SR36,130,"500,2500",23,Black,360
Antec C40,,"800,2200","16,23",,
Noua Vex,,1500,,Black / Silver,
Inter-Tech ALSEYE X360,,1600,35.6,Gray / Black,360
Cooler Master RR-H101-22FK-RI,,2200,22,,
Cooler Master Vortex Plus,,"800,2800","17,35",,
Scythe SCSMZ-2000,,"300,2500","7.2,31.07",,
Silverstone NT07-775,,"1200,1800","15,23",,
ZEROtherm ZT-570D,,"900,2300",30,,
Prolimatech Megahalems Rev.B,,,,,
ARCTIC Alpine 11 Pro Rev. 2,,"500,2000",,,
Dynatron R9,39.95,"1000,4500","13.14,45.9",,
Thermalright Silver Arrow Extreme,,"600,2500","21,45",,
Thermaltake Water 3.0 Pro,,"1000,2000",20,,120
Thermalright HR-02 Rev.A(BW),,"900,1300","17,21",,
Enermax Liqtech 120X,,"600,2500","15,30",,120
Thermalright TRUE Spirit 90M Rev.A,,"800,2000",27,,
Thermalright Venomous X RT Rev.SB-E,,"700,1500","17,28.5",,
Zalman FX70,,,0,,
RAIJINTEK AIDOS BLACK,,"1000,2200",28.87,,
Thermalright AXP-100 Muscle,,"900,2500","22,30",,
Antec Kühler H600 Pro,,"600,2400","16,35",,120
Deepcool CAPTAIN 120EX WHITE,,"500,1800","17.6,31.3",,120
be quiet! Silent Loop 240,,2000,"16.1,36.9",,240
ID-COOLING ICEKIMO 120W,,2500,"18,26.4",,120
Silverstone Argon AR10-115XS,,"500,4000","18.07,39.03",,
Gelid Solutions Rev. 2 Tranquillo,44.96,"750,1500","12,25.5",,
FSP Group Windale 6,,"600,1600",32,,
ARCTIC Freezer 33 TR (Black/White),,"200,1800",24.4,,
ARCTIC Freezer 33 TR (Black/Red),,"200,1800",24.4,,
RAIJINTEK JUNO-X,,"1200,2500",26,Blue / Black,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Antec Mercury 360 RGB,,"900,1800",36,Black / White,360
LEPA NEOllusion-RGB M/B Sync,,"400,1800","14,33",Black,
ARCTIC Alpine AM4 LP,,"100,2000",,Black / White,
CRYORIG H7 ULTRA,,"300,1600",25,Black / Silver,
Deepcool GAMMAXX GT TGA,,"500,1500","17.8,27",Black / Silver,
Enermax Liqfusion 360,,"500,2000","14,28",Black,360
Cooler Master MA410P TUF Gaming Edition,,"650,2000",,Yellow / Black,
upHere CCF150ARGB,,"600,1800","16.1,27.7",Black,
upHere C92,,"800,1800","15.1,31.6",Black / Red,
SilentiumPC Fortis 3 RGB HE1425,,"500,1400",,Black / Silver,
Alpenföhn Brocken 3,,"400,1050",22,White,
ARCTIC Freezer i13 X CO,,"300,2000",,Black / White,
Thermalright AXP-90R,,2700,22.4,Orange / Red,
Cougar AQUA,,"600,1800",35,Black,240
Cougar AQUA,,"600,1800",35,Black,360
GAMDIAS CHIONE E1,,1500,,Black,120
GAMDIAS CHIONE E2,,"800,1800",,Black,120
Akasa Soho H4,,"500,2000","14.2,31.8",Black,
Vetroo darkstorm M2,,1600,26,Black,
Thermalright Ultra120EX REV.4,,2150,28.1,White,
Thermaltake Water 3.0 Riing Red 140,,"400,1500","18.5,26.4",Black / Red,140
Thermaltake Water 3.0 Riing Red 280,,"300,1500","18.5,26.4",Black / Red,280
Thermaltake Engine 17,,"1500,2500","11,23",Silver,
ID-COOLING SE-903-R V2,,2200,23.1,,
ID-COOLING SE-902-SD V2,,2000,23.1,,
ID-COOLING AURAFLOW X 240 TGA,,"900,2000","16,31.5",Black,240
Enermax AQUAFUSION ADV,,"500,2000","17,32.6",White,120
Noua Alaska,,"800,3000",30.5,Black,
Inter-Tech ALSEYE H120,,"800,2000","13.5,35.2",Black,120
Thermalright Frozen Magic EX,,1850,29.6,Black,360
ID-COOLING IS-50 MAX RGB V3,,"900,2000",31.2,Black / Silver,
ID-COOLING SE-214-XT-WL,,"700,1800",35.2,White,
ID-COOLING SE-224-XTS MINI,,"700,1600",31.5,Black,
GAMDIAS BOREAS E2-410,,"800,1800","10,32",White,
Ocypus Delta L36 ARGB,,"500,2000",29,Black,360
Thermalright Frost Vortex SE,,1650,29,Black,
Thermalright Silver Arrow 130,117.36,"600,1500","19,23",Silver,
Dynatron R8,44.95,,,,
Silverstone Argon AR09-115XS,47.99,"1200,5000","18.02,42.5",,
Thermalright ARO-M14G,99.87,"300,1300","15,21",,
Valkyrie SYN,,"800,2150",29,White / Blue,240
In Win SR36 PRO,169.99,"500,2500",23,Black,360
Thermalright Frozen Guardian,,2150,27,White,360
Prolimatech PRO-ARMGD,,,,,
RAIJINTEK Orcus 360 RGW,79.99,"400,1800",28,Black,360
ARCTIC Freezer i32,67,,,,
In Win BR36,115.96,"400,1800",35.5,Black / White,360
Thermaltake CLP0527,,"800,1700",16,,
Thermaltake CLP0534,,"1200,2400","20,26.9",,
Zalman 9500A,,"1350,2600","18,27",,
Zalman CNPS9900MAX-R,,"900,1700","18,30",,
Xion XON-HP9310P,,"1000,3000","16,25.3",,
Zalman CNPS7000C-Cu,,"1700,2400","13.5,24",,
Evercool HPH-9525CU,27,1800,20,,
Rosewill RCX-ZAIO-92,,"600,2500","14.5,25",,
Zalman CNPS11X Extreme,,"1000,1950","17,33",,
Antec Performance Max,,,,,
Cooler Master DI5-9HDSC-A1-GP,,2200,23.8,,
EVGA M020-00-000234,,"750,2500","13.2,41.5",,
Antec KUHLER H2O 920,,"700,2400",27.4,,120
ARCTIC Alpine 11 GT Rev. 2,,"500,2000",,,
Evercool HPM-12025,42,"800,2500","15,35",,
Gelid Solutions Slim Silence I-Plus,,"1200,2600","15,27.8",,
Zalman CNPS12X,,"850,1200","22,24",,
NZXT HAVIK 140,,1200,25,,
Cooler Master TPC 812,,"600,2400","19,40",,
Thermaltake Water 2.0 Extreme,,"1200,2000",27.36,,240
NZXT Respire T20,,"1300,1800","26.5,34",,
Cooler Master RR-T812-24PK-R2,,"600,2400","19,40",,
be quiet! Shadow Rock Pro SR1,,1500,"7.8,21.4",,
Thermalright MACHO 120 REV.A,,"600,1300",25.4,,
RAIJINTEK THEMIS,,"1000,1500",24.53,,
Scythe Ashura Shadow,,"500,1300","13,30.7",,
Deepcool GABRIEL,,"900,1800","18.2,32.4",,
Deepcool NEPTWIN V2.0,,1300,26.6,,
Deepcool CAPTAIN 240,,"600,2200","17.6,39.29",,240
RAIJINTEK TRITON,,"1000,2600","21.6,36.6",,240
X2 ECLIPSE IV,,"800,2000","10,24",,
Scythe Mugen MAX,,"500,1300","13,30.7",,
Cooler Master GeminII S524 Ver 2,,2000,22,,
CRYORIG A40,,"600,2200","13,37",,240
Cooler Master Seidon 120V VER.2,,"800,2400","6.5,27",,120
Enermax ETS-T40F-BK,,"800,1800","16,26",,
Enermax ETS-T40F-RF,,"500,1200","10,19",,
Cooler Master MasterLiquid Pro 120,,"500,2000","6,30",,120
Thermalright Le Grand Macho,,,,,
Thermalright Macho X2 Limited Edition,,800,15,,
Silverstone NT08-115X,35.99,"1200,3500","21.56,62.88",,
Thermaltake Riing Silent 12 Pro Blue,,"300,1400","12,19",,
Deepcool Maelstrom 240,,"600,2200","17.6,39.3",,240
Deepcool Maelstrom 240T,,"600,1800","17.8,34.1",,240
Alpenföhn Sella,,"850,2200","14,29.8",,
Alpenföhn Olymp,,"300,1400","8,26.8",,
Alpenföhn Matterhorn Rev. C – Black Edition,,"500,1500",18.2,,
OcUK 240mm Extreme,,,,,240
ARCTIC Freezer 12 CO,,,22.5,,
Scythe Kabuto 3,,"300,1400","4,28",,
Deepcool CAPTAIN 240EX RGB WH,,"500,1800","17.6,31.3",White / Black,240
ID-COOLING FROSTFLOW+ 120 SNOW,,"700,1500","18,26.4",White,120
RAIJINTEK JUNO-X,,"1200,2500",26,Red / Black,
RAIJINTEK JUNO-X,,"1200,2500",26,Green / Black,
Cooler Master MasterAir MA620P TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Antec Mercury 120 RGB,,"900,1800",36,Black / White,120
Antec Mercury 360,,"900,1800",30,Black / White,360
Rosewill PB240,,"600,1800",34.1,Black,240
ID-COOLING Chromaflow240,,"900,2000","16.3,33.5",Black,240
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"650,2000","6,30",Black,240
Akasa Venom,,"600,1900","6.9,28.9",Yellow / Black,
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"650,2000",15,,120
Scythe Choten TUF Gaming Alliance,,"300,1200","4,24.9",Black / Yellow,
Thermalright AXP-200 Muscle,,"700,1300",,Black / White,
Thermalright MACHO Rev.C,,"600,1500","19,23",Silver / Black,
GameMax Iceberg 120 ARGB,,1100,25,Black,120
Thermalright Macho 120 SBM,,"300,1300","21,33",Black / White,
Phanteks PH-TC12LS_RGB,,,25,Black / White,
Deepcool Neptwin RGB,,"500,1500",27,Black / Silver,
ARCTIC Freezer 50 TR (w/ARGB Controller),,"200,1800",23.5,Black,
upHere ACC92RGB,,"600,1700","16.1,27.7",Black,
upHere CC2401-usa,,"600,1700","16.1,27.7",Black,240
RAIJINTEK THEMIS BLACK,,"1000,1500",24.53,Black / Silver,
Rosewill ROCC-17001,,"1500,2500","13,25",Silver,
In Win SR24,112,"500,2500",23,Black,240
ARCTIC Liquid Freezer II 240 RGB,,"200,1800",22.5,Black / Gray,240
Thermalright Frost Spirit 140 RGB,,1500,25.6,Gray,
Vetroo U6 Pro,,"700,1500","18.1,30.5",White,
ID-COOLING DK-03 RAINBOW,,"500,1800","14.2,25.6",,
ID-COOLING DK-01T,,2200,23.8,,
ID-COOLING IS-40X V2,,"800,2800","14,35.2",,
ID-COOLING SE-213V2,,"800,1600","16,20.2",,
ID-COOLING SE-224-XT-B,,"700,1800","15.2,32.5",,
In Win Nebula NR24,,"400,1800",25,Black / White,240
Thermalright Frozen Magic 120,,1500,25.6,Black,120
Alpenföhn Dolomit Advanced,,"500,1600",23.5,Black,
Jonsbo HX6210,,"800,2300","20,31.6",Black,
Noua Polaris LM240,,2200,38,Black / White,240
Noua Arcade,,"700,1800",37.1,Black,
Noua Numb,,"800,1600",29,Black,
Inter-Tech ALSEYE X240,,1600,35.6,Gray / Black,240
Deepcool LE320,,"500,2250",32.9,White,120
Deepcool CASTLE R,,"500,1800",32,Black,240
ID-COOLING FX240,,"700,1800",35.2,Black,240
ID-COOLING FX360,,"700,1800",35.2,Black,360
ID-COOLING SE-206-XT ARGB,,"700,1800",35.2,Black,
ID-COOLING SE-903-XT-ARGB,,"500,2200",25.8,White,
Deepcool AG620 Digital,,"300,1950",29.4,White,
Zalman ALPHA2 A24,,"600,2000",29.7,White,240
Ocypus Iota A40,,"500,2000",29,White,
SilentiumPC Spartan 4 MAX EVO ARGB,,"300,1600",,,
Vetroo R360,,,,White,360
Vetroo R240,,,,White,240
Silverstone NT06-PRO-V2,81.99,"1000,2200",,Silver / Black,
Thermaltake TOUGHAIR 510,59.99,"500,1200",23.6,Teal,
Geometric Future Prawn,66.56,2000,29.8,Black / Silver,
RAIJINTEK THEMIS Evo,48,"1000,1500",24.53,,
RAIJINTEK EOS 240 RBW,,"800,1800",28,Black,240
Cooler Master MasterLiquid 360L Core SF6 Luke,,"650,1750",27.2,White / Orange,360
Gelid Solutions Glacier,,"500,1600",35,White,
Thermaltake ASTRIA 400 ARGB,,"500,1800",26.8,White,
